metabolite	HMDB_ID	reaction	gene	direction
2-Ketobutyric acid	HMDB0000005	2-Hydroxybutyric acid + NAD → 2-Ketobutyric acid + NADH + Hydrogen Ion	LDHAL6A[Unknown]; LDHB[Unknown]; LDHC[Unknown]; LDHA[Unknown]; LDHAL6B[Unknown]	product
2-Ketobutyric acid	HMDB0000005	L-Cystathionine + Water → L-Cysteine + Ammonia + 2-Ketobutyric acid	CTH[Enzyme]	product
2-Ketobutyric acid	HMDB0000005	L-Threonine → 2-Ketobutyric acid + Ammonia	SDS[Enzyme]; SDSL[Enzyme]	product
2-Ketobutyric acid	HMDB0000005	Selenocystathionine + Water → Selenocysteine + Ammonia + 2-Ketobutyric acid	CTH[Enzyme]	product
2-Ketobutyric acid	HMDB0000005	Selenomethionine + Water → Methaneselenol + Ammonia + 2-Ketobutyric acid	CTH[Enzyme]	product
2-Methoxyestradiol	HMDB0000405	2-Hydroxyestradiol + S-Adenosylmethionine → 2-Methoxyestradiol + S-Adenosylhomocysteine	COMT[Unknown]	product
2-Methoxyestradiol	HMDB0000405	2-Methoxyestradiol + Uridine diphosphate glucuronic acid → 2-Methoxy-estradiol-17b 3-glucuronide + Uridine 5&#39;-diphosphate	UGT2B28[Enzyme]; UGT2B4[Enzyme]; UGT1A4[Enzyme]; UGT2B10[Enzyme]; UGT2B7[Enzyme]; UGT2B15[Enzyme]; UGT2A1[Enzyme]; UGT1A1[Enzyme]; UGT1A9[Enzyme]; UGT1A8[Enzyme]; UGT1A3[Enzyme]; UGT1A10[Enzyme]; UGT2B17[Enzyme]; UGT1A6[Enzyme]; UGT1A5[Enzyme]; UGT2B11[Enzyme]; UGT1A7[Enzyme]; UGT2A3[Enzyme]	substrate
2-Methoxyestrone	HMDB0000010	2-Hydroxyestrone + S-Adenosylmethionine → 2-Methoxyestrone + S-Adenosylhomocysteine	COMT[Unknown]	product
2-Methoxyestrone	HMDB0000010	2-Methoxyestrone + Uridine diphosphate glucuronic acid → 2-Methoxyestrone 3-glucuronide + Uridine 5&#39;-diphosphate	UGT2B28[Enzyme]; UGT2B4[Enzyme]; UGT1A4[Enzyme]; UGT2B10[Enzyme]; UGT2B7[Enzyme]; UGT2B15[Enzyme]; UGT2A1[Enzyme]; UGT1A1[Enzyme]; UGT1A9[Enzyme]; UGT1A8[Enzyme]; UGT1A3[Enzyme]; UGT1A10[Enzyme]; UGT2B17[Enzyme]; UGT1A6[Enzyme]; UGT1A5[Enzyme]; UGT2B11[Enzyme]; UGT1A7[Enzyme]; UGT2A3[Enzyme]	substrate
2-Methyl-3-hydroxybutyryl-CoA	HMDB0001356	2-Methyl-3-hydroxybutyryl-CoA + NAD → 2-Methylacetoacetyl-CoA + NADH	HSD17B10[Unknown]	substrate
2-Methyl-3-hydroxybutyryl-CoA	HMDB0001356	2-Methyl-3-hydroxybutyryl-CoA + NAD → 2-Methylacetoacetyl-CoA + NADH + Hydrogen Ion	HSD17B10[Unknown]; EHHADH[Unknown]; HADH[Unknown]	substrate
2-Methyl-3-hydroxybutyryl-CoA	HMDB0001356	2-Methyl-3-hydroxybutyryl-CoA → Tiglyl-CoA + Water	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	substrate
2-Methyl-3-oxopropanoic acid	HMDB0001172	(R)-beta-Aminoisobutyric acid + Pyruvic acid → 2-Methyl-3-oxopropanoic acid + L-Alanine	AGXT2[Enzyme]	product
2-Methyl-3-oxopropanoic acid	HMDB0001172	(S)-3-Hydroxyisobutyric acid + NAD → 2-Methyl-3-oxopropanoic acid + NADH	HIBADH[Unknown]	product
2-Methyl-3-oxopropanoic acid	HMDB0001172	(S)-beta-Aminoisobutyric acid + Oxoglutaric acid → 2-Methyl-3-oxopropanoic acid + L-Glutamic acid	ABAT[Enzyme]	product
2-Methyl-3-oxopropanoic acid	HMDB0001172	2-Methyl-3-oxopropanoic acid + Coenzyme A + Water + NAD → Propionyl-CoA + Hydrogen carbonate + NADH	ALDH6A1[Unknown]	substrate
2-Methylacetoacetyl-CoA	HMDB0001157	2-Methyl-3-hydroxybutyryl-CoA + NAD → 2-Methylacetoacetyl-CoA + NADH	HSD17B10[Unknown]	product
2-Methylacetoacetyl-CoA	HMDB0001157	2-Methyl-3-hydroxybutyryl-CoA + NAD → 2-Methylacetoacetyl-CoA + NADH + Hydrogen Ion	HSD17B10[Unknown]; EHHADH[Unknown]; HADH[Unknown]	product
2-Methylacetoacetyl-CoA	HMDB0001157	Propionyl-CoA + Acetyl-CoA → Coenzyme A + 2-Methylacetoacetyl-CoA	ACAA2[Enzyme]; ACAA1[Enzyme]; HADHB[Enzyme]	product
2-Methylbutyryl-CoA	HMDB0001041	2-Methylbutyryl-CoA + Acceptor → Tiglyl-CoA + Reduced acceptor	ACADS[Unknown]; ACADSB[Unknown]	substrate
2-Methylbutyryl-CoA	HMDB0001041	2-Methylbutyryl-CoA + electron-transfer flavoprotein → (E)-2-methylbut-2-enoyl-CoA + reduced electron-transfer flavoprotein + Hydrogen Ion	ACADSB[Unknown]	substrate
2-Oxo-4-methylthiobutanoic acid	HMDB0001553	1,2-Dihydroxy-3-keto-5-methylthiopentene + Oxygen → 2-Oxo-4-methylthiobutanoic acid + Formic acid	ADI1[Enzyme]	product
2-Oxo-4-methylthiobutanoic acid	HMDB0001553	2-Oxo-4-methylthiobutanoic acid + L-Glutamic acid → L-Methionine + Oxoglutaric acid	TAT[Enzyme]	substrate
2-Oxo-4-methylthiobutanoic acid	HMDB0001553	L-Methionine + Water + Oxygen → 2-Oxo-4-methylthiobutanoic acid + Ammonia + Hydrogen peroxide	IL4I1[Unknown]	product
2-Oxo-4-methylthiobutanoic acid	HMDB0001553	Se-Methylselenocysteine + 2-Oxo-4-methylthiobutanoic acid → Methylselenopyruvate + L-Methionine	CCBL1[Enzyme]; CCBL2[Enzyme]	substrate
2-Phospho-D-glyceric acid	HMDB0003391	2,3-Diphosphoglyceric acid + Water → 2-Phospho-D-glyceric acid + Phosphate	MINPP1[Enzyme]	product
2-Phospho-D-glyceric acid	HMDB0003391	2-Phospho-D-glyceric acid → 3-Phosphoglyceric acid	BPGM[Enzyme]; PGAM2[Enzyme]; PGAM4[Enzyme]; PGAM1[Enzyme]	substrate
2-Phospho-D-glyceric acid	HMDB0003391	2-Phospho-D-glyceric acid → Phosphoenolpyruvic acid + Water	ENO3[Unknown]; ENO2[Unknown]; ENO1[Unknown]	substrate
20-Hydroxy-leukotriene B4	HMDB0001509	Leukotriene B4 + NADPH + Hydrogen Ion + Oxygen → 20-Hydroxy-leukotriene B4 + NADP + Water	CYP4F2[Unknown]; CYP4F3[Unknown]; CYP4F11[Unknown]; CYP4F8[Unknown]; CYP4F22[Unknown]	product
20-Hydroxy-leukotriene B4	HMDB0001509	Leukotriene B4 + NADPH + Oxygen → 20-Hydroxy-leukotriene B4 + NADP + Water	CYP4F2[Unknown]; CYP4F3[Unknown]	product
20alpha-Hydroxycholesterol	HMDB0006283	20alpha-Hydroxycholesterol + NADPH + Hydrogen Ion + Oxygen → 17a,20a-Dihydroxycholesterol + NADP + Water	CYP17A1[Unknown]	substrate
20alpha-Hydroxycholesterol	HMDB0006283	20alpha-Hydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + Hydrogen Ion → 20a,22b-Dihydroxycholesterol + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	substrate
20alpha-Hydroxycholesterol	HMDB0006283	Cholesterol + Oxygen + Hydrogen Ion + Reduced adrenal ferredoxin → 20alpha-Hydroxycholesterol + Water + Oxidized adrenal ferredoxin	CYP11A1[Unknown]	product
24,25-Dihydrolanosterol	HMDB0006839	Lanosterol + NADPH + Hydrogen Ion → 24,25-Dihydrolanosterol + NADP	DHCR24[Unknown]	product
24-Hydroxycalcitriol	HMDB0006228	Calcitriol + NADPH + Hydrogen Ion + Oxygen → 24-Hydroxycalcitriol + NADP + Water	CYP24A1[Unknown]	product
24-Hydroxycalcitriol	HMDB0006228	Calcitriol + NADPH + Oxygen → 24-Hydroxycalcitriol + NADP + Water	CYP24A1[Unknown]	product
24-Hydroxycholesterol	HMDB0001419	Cholesterol + NADPH + Oxygen → 24-Hydroxycholesterol + NADP + Water	CYP46A1[Unknown]	product
25-Hydroxycholesterol	HMDB0006247	25-Hydroxycholesterol + NADPH + Hydrogen Ion + Oxygen → 7-a,25-Dihydroxycholesterol + NADP + Water	CYP7B1[Unknown]	substrate
25-Hydroxycholesterol	HMDB0006247	25-Hydroxycholesterol + NADPH + Oxygen → 7-a,25-Dihydroxycholesterol + NADP + Water	CYP7B1[Unknown]	substrate
25-Hydroxycholesterol	HMDB0006247	Cholesterol + AH(2) + Oxygen → 25-Hydroxycholesterol + A + Water	CH25H[Unknown]	product
25-Hydroxycholesterol	HMDB0006247	Cholesterol + Reduced acceptor + Oxygen → 25-Hydroxycholesterol + Acceptor + Water	CH25H[Unknown]	product
27-Deoxy-5b-cyprinol	HMDB0001231	27-Deoxy-5b-cyprinol → 3a,7a,12a-Trihydroxy-5b-cholestan-26-al	CYP27A1[Unknown]	substrate
27-Deoxy-5b-cyprinol	HMDB0001231	5beta-Cholestane-3alpha,7alpha,12alpha-triol + Oxygen + NADPH → 27-Deoxy-5b-cyprinol + NADP + Water	CYP27A1[Unknown]	product
27-Hydroxycholesterol	HMDB0002103	27-Hydroxycholesterol + NADPH + Hydrogen Ion + Oxygen → 7-a,27-Dihydroxycholesterol + NADP + Water	CYP7A1[Unknown]; CYP7B1[Unknown]	substrate
27-Hydroxycholesterol	HMDB0002103	27-Hydroxycholesterol + NADPH + Oxygen → 7-a,27-Dihydroxycholesterol + NADP + Water	CYP7B1[Unknown]	substrate
27-Hydroxycholesterol	HMDB0002103	27-Hydroxycholesterol + Oxygen + NADPH + Hydrogen Ion → 3beta-Hydroxy-5-cholestenoic acid + NADP + Water	CYP27A1[Unknown]	substrate
27-Hydroxycholesterol	HMDB0002103	Cholesterol + Oxygen + NADPH + Hydrogen Ion → 27-Hydroxycholesterol + NADP + Water	CYP27A1[Unknown]	product
3 alpha,7 alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	HMDB0012456	3 alpha,7 alpha,24-Trihydroxy-5beta-cholestanoyl-CoA + NAD → 3a,7a-Dihydroxy-5b-24-oxocholestanoyl-CoA + NADH + Hydrogen Ion	HSD17B4[Unknown]	substrate
3 alpha,7 alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	HMDB0012456	3a,7a-Dihydroxy-5b-cholest-24-enoyl-CoA + Water → 3 alpha,7 alpha,24-Trihydroxy-5beta-cholestanoyl-CoA	HSD17B4[Unknown]	product
3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane	HMDB0012455	3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane → 3a,7a-Dihydroxy-5b-cholestan-26-al	CYP27A1[Unknown]	substrate
3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane	HMDB0012455	3a,7a-Dihydroxy-5b-cholestane + NADPH + Oxygen → 3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane + NADP + Water	CYP27A1[Unknown]	product
3,4-Dihydroxybenzeneacetic acid	HMDB0001336	3,4-Dihydroxybenzeneacetic acid → 2-[4-hydroxy-3-(sulfooxy)phenyl]acetic acid	SULT1A3[Enzyme]	substrate
3,4-Dihydroxybenzeneacetic acid	HMDB0001336	3,4-Dihydroxybenzeneacetic acid → 6-[4-(carboxymethyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	UGT1A1[Enzyme]	substrate
3,4-Dihydroxybenzeneacetic acid	HMDB0001336	3,4-Dihydroxybenzeneacetic acid → 6-[5-(carboxymethyl)-2-hydroxyphenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	UGT1A1[Enzyme]	substrate
3,4-Dihydroxybenzeneacetic acid	HMDB0001336	3,4-Dihydroxybenzeneacetic acid → 6-{[2-(3,4-dihydroxyphenyl)acetyl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid	UGT1A1[Enzyme]	substrate
3,4-Dihydroxybenzeneacetic acid	HMDB0001336	3,4-Dihydroxyphenylacetaldehyde + NAD + Water → 3,4-Dihydroxybenzeneacetic acid + NADH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	product
3,4-Dihydroxybenzeneacetic acid	HMDB0001336	3,4-Dihydroxyphenylacetaldehyde + NADP + Water → 3,4-Dihydroxybenzeneacetic acid + NADPH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	product
3,4-Dihydroxybenzeneacetic acid	HMDB0001336	S-Adenosylmethionine + 3,4-Dihydroxybenzeneacetic acid → S-Adenosylhomocysteine + Homovanillic acid	COMT[Unknown]	substrate
3,4-Dihydroxymandelaldehyde	HMDB0006242	3,4-Dihydroxymandelaldehyde + NAD + Water → 3,4-Dihydroxymandelic acid + NADH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
3,4-Dihydroxymandelaldehyde	HMDB0006242	3,4-Dihydroxymandelaldehyde + NADP + Water → 3,4-Dihydroxymandelic acid + NADPH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
3,4-Dihydroxymandelaldehyde	HMDB0006242	3,4-Dihydroxyphenylglycol + NAD → 3,4-Dihydroxymandelaldehyde + NADH + Hydrogen Ion	ADH4[Unknown]; ADH5[Unknown]; ADH1B[Unknown]; ADH7[Unknown]; ADH1A[Unknown]; ADH6[Unknown]; ADH1C[Unknown]	product
3,4-Dihydroxymandelaldehyde	HMDB0006242	Epinephrine + Water + Oxygen → 3,4-Dihydroxymandelaldehyde + Methylamine + Hydrogen peroxide	MAOB[Unknown]; MAOA[Unknown]	product
3,4-Dihydroxymandelaldehyde	HMDB0006242	Norepinephrine + Water + Oxygen → 3,4-Dihydroxymandelaldehyde + Ammonia + Hydrogen peroxide	MAOB[Unknown]; MAOA[Unknown]	product
3,4-Dihydroxymandelic acid	HMDB0001866	3,4-Dihydroxymandelaldehyde + NAD + Water → 3,4-Dihydroxymandelic acid + NADH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	product
3,4-Dihydroxymandelic acid	HMDB0001866	3,4-Dihydroxymandelaldehyde + NADP + Water → 3,4-Dihydroxymandelic acid + NADPH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	product
3,4-Dihydroxymandelic acid	HMDB0001866	S-Adenosylmethionine + 3,4-Dihydroxymandelic acid → S-Adenosylhomocysteine + Vanillylmandelic acid	COMT[Unknown]	substrate
3,4-Dihydroxyphenylacetaldehyde	HMDB0003791	3,4-Dihydroxyphenylacetaldehyde + NAD + Water → 3,4-Dihydroxybenzeneacetic acid + NADH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
3,4-Dihydroxyphenylacetaldehyde	HMDB0003791	3,4-Dihydroxyphenylacetaldehyde + NADP + Water → 3,4-Dihydroxybenzeneacetic acid + NADPH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
3,4-Dihydroxyphenylacetaldehyde	HMDB0003791	Dopamine + Water + Oxygen → 3,4-Dihydroxyphenylacetaldehyde + Ammonia + Hydrogen peroxide	MAOB[Unknown]; MAOA[Unknown]; AOC3[Unknown]; AOC2[Unknown]	product
3,4-Dihydroxyphenylglycol	HMDB0000318	3,4-Dihydroxyphenylglycol + NAD → 3,4-Dihydroxymandelaldehyde + NADH + Hydrogen Ion	ADH4[Unknown]; ADH5[Unknown]; ADH1B[Unknown]; ADH7[Unknown]; ADH1A[Unknown]; ADH6[Unknown]; ADH1C[Unknown]	substrate
3,4-Dihydroxyphenylglycol	HMDB0000318	S-Adenosylmethionine + 3,4-Dihydroxyphenylglycol → S-Adenosylhomocysteine + Vanylglycol	COMT[Unknown]	substrate
3,5-Diiodo-L-tyrosine	HMDB0003474	3,5-Diiodo-L-tyrosine + Hydrogen peroxide → Thyroxine + 2-Aminoacrylic acid + Water	TPO[Unknown]	substrate
3,5-Diiodo-L-tyrosine	HMDB0003474	I(-) + 3,5-Diiodo-L-tyrosine → Iodotyrosine + Iodine	TPO[Unknown]	substrate
3,5-Diiodo-L-tyrosine	HMDB0003474	Iodotyrosine + 3,5-Diiodo-L-tyrosine + Hydrogen peroxide → Liothyronine + 2-Aminoacrylic acid + Water	TPO[Unknown]	substrate
3,5-Diiodo-L-tyrosine	HMDB0003474	L-Tyrosine + NADP + I(-) → 3,5-Diiodo-L-tyrosine + NADPH	IYD[Unknown]	product
3-Aminopropionaldehyde	HMDB0001106	1,3-Diaminopropane + Oxygen + Water → 3-Aminopropionaldehyde + Ammonia + Hydrogen peroxide	AOC3[Unknown]; AOC2[Unknown]	product
3-Aminopropionaldehyde	HMDB0001106	3-Aminopropionaldehyde + NAD + Water → beta-Alanine + NADH + Hydrogen Ion	ALDH9A1[Unknown]; ALDH3A1[Unknown]; ALDH7A1[Unknown]; ALDH1A3[Unknown]; ALDH2[Unknown]; ALDH3A2[Unknown]; ALDH1B1[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
3-Aminopropionaldehyde	HMDB0001106	3-Aminopropionaldehyde → 3-aminopropan-1-ol	CBR1[Enzyme]	substrate
3-Aminopropionaldehyde	HMDB0001106	Spermine + Oxygen + Water → Spermidine + 3-Aminopropionaldehyde + Hydrogen peroxide	SMOX[Unknown]	product
3-Carboxy-1-hydroxypropylthiamine diphosphate	HMDB0006744	3-Carboxy-1-hydroxypropylthiamine diphosphate + Enzyme N6-(lipoyl)lysine → [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine + Thiamine pyrophosphate	OGDH[Enzyme]; OGDHL[Enzyme]	substrate
3-Carboxy-1-hydroxypropylthiamine diphosphate	HMDB0006744	Oxoglutaric acid + Thiamine pyrophosphate → 3-Carboxy-1-hydroxypropylthiamine diphosphate + Carbon dioxide	OGDH[Enzyme]; OGDHL[Enzyme]	product
3-Dehydro-L-gulonate	HMDB0006334	Gulonic acid + NAD → 3-Dehydro-L-gulonate + NADH	CRYL1[Unknown]	product
3-Dehydro-L-gulonate	HMDB0006334	Gulonic acid + NAD → 3-Dehydro-L-gulonate + NADH + Hydrogen Ion	CRYL1[Unknown]	product
3-Dehydrosphinganine	HMDB0001480	Sphinganine + NADP → 3-Dehydrosphinganine + NADPH	KDSR[Enzyme]	product
3-Dehydrosphinganine	HMDB0001480	Sphinganine + NADP → 3-Dehydrosphinganine + NADPH + Hydrogen Ion	KDSR[Enzyme]	product
3-Dehydrosphinganine	HMDB0001480	hexadecanoyl-CoA + L-Serine → 3-Dehydrosphinganine + Coenzyme A + Carbon dioxide	SPTLC1[Enzyme]; SPTLC2[Enzyme]; SPTLC3[Enzyme]	product
3-Dehydrosphinganine	HMDB0001480	hexadecanoyl-CoA + L-Serine → Coenzyme A + 3-Dehydrosphinganine + CO(2)	SPTLC1[Enzyme]; SPTLC2[Enzyme]; SPTLC3[Enzyme]	product
3-Hydroxy-3-methylglutaryl-CoA	HMDB0001375	3-Hydroxy-3-methylglutaryl-CoA + Coenzyme A → Acetyl-CoA + Water + Acetoacetyl-CoA	HMGCS2[Enzyme]; HMGCS1[Enzyme]	substrate
3-Hydroxy-3-methylglutaryl-CoA	HMDB0001375	3-Hydroxy-3-methylglutaryl-CoA → 3-Methylglutaconyl-CoA + Water	AUH[Enzyme]; AUH[Enzyme]	substrate
3-Hydroxy-3-methylglutaryl-CoA	HMDB0001375	3-Hydroxy-3-methylglutaryl-CoA → Acetyl-CoA + Acetoacetic acid	HMGCL[Enzyme]; HMGCLL1[Enzyme]	substrate
3-Hydroxy-3-methylglutaryl-CoA	HMDB0001375	Acetyl-CoA + Water + Acetoacetyl-CoA → 3-Hydroxy-3-methylglutaryl-CoA + Coenzyme A	HMGCS2[Enzyme]; HMGCS1[Enzyme]	product
3-Hydroxy-3-methylglutaryl-CoA	HMDB0001375	Mevalonic acid + Coenzyme A + NADP → 3-Hydroxy-3-methylglutaryl-CoA + NADPH	HMGCR[Enzyme]	product
3-Hydroxy-3-methylglutaryl-CoA	HMDB0001375	Mevalonic acid + Coenzyme A + NADP → 3-Hydroxy-3-methylglutaryl-CoA + NADPH + Hydrogen Ion	HMGCR[Enzyme]	product
3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	HMDB0001422	N6,N6,N6-Trimethyl-L-lysine + Oxoglutaric acid + Oxygen → 3-Hydroxy-N6,N6,N6-trimethyl-L-lysine + Succinic acid + Carbon dioxide	TMLHE[Unknown]	product
3-Hydroxyanthranilic acid	HMDB0001476	3-Hydroxyanthranilic acid + Oxygen → 2-Amino-3-carboxymuconic acid semialdehyde	HAAO[Enzyme]	substrate
3-Hydroxyanthranilic acid	HMDB0001476	3-Hydroxyanthranilic acid + Oxygen → Cinnavalininate + Superoxide + Hydrogen peroxide + Hydrogen Ion	CAT[Unknown]	substrate
3-Hydroxyanthranilic acid	HMDB0001476	3-Hydroxyanthranilic acid + S-Adenosylmethionine → 3-Methoxyanthranilate + S-Adenosylhomocysteine	HEMK1[Unknown]; METTL2B[Unknown]; METTL6[Unknown]; WBSCR22[Unknown]	substrate
3-Hydroxyanthranilic acid	HMDB0001476	L-3-Hydroxykynurenine + Water → 3-Hydroxyanthranilic acid + L-Alanine	KYNU[Unknown]	product
3-Hydroxybutyric acid	HMDB0000011	3-Hydroxybutyric acid + NAD → Acetoacetic acid + NADH	BDH1[Unknown]; BDH2[Unknown]	substrate
3-Hydroxybutyric acid	HMDB0000011	3-Hydroxybutyric acid + NAD → Acetoacetic acid + NADH + Hydrogen Ion	BDH1[Unknown]; BDH2[Unknown]	substrate
3-Hydroxybutyric acid	HMDB0000011	3-Hydroxybutyric acid → 3,4,5-trihydroxy-6-[(3-hydroxybutanoyl)oxy]oxane-2-carboxylic acid	UGT1A1[Enzyme]	substrate
3-Hydroxybutyric acid	HMDB0000011	3-Hydroxybutyric acid → 3-(sulfooxy)butanoic acid	SULT2B1[Enzyme]	substrate
3-Hydroxybutyric acid	HMDB0000011	3-Hydroxybutyric acid → 6-[(1-carboxypropan-2-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	UGT1A1[Enzyme]	substrate
3-Hydroxybutyryl-CoA	HMDB0001166	3-Hydroxybutyryl-CoA + NAD → Acetoacetyl-CoA + NADH + Hydrogen Ion	EHHADH[Unknown]; HADH[Unknown]	substrate
3-Hydroxybutyryl-CoA	HMDB0001166	3-Hydroxybutyryl-CoA → Crotonoyl-CoA + Water	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	substrate
3-Hydroxybutyryl-CoA	HMDB0001166	Crotonoyl-CoA + Water → 3-Hydroxybutyryl-CoA	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	product
3-Hydroxyisovaleric acid	HMDB0000754	3-Hydroxyisovaleric acid → 3,4,5-trihydroxy-6-[(3-hydroxy-3-methylbutanoyl)oxy]oxane-2-carboxylic acid	UGT1A1[Enzyme]	substrate
3-Hydroxyisovaleric acid	HMDB0000754	3-Hydroxyisovaleric acid → 6-[(1-carboxy-2-methylpropan-2-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	UGT1A1[Enzyme]	substrate
3-Hydroxyisovaleryl-CoA	HMDB0006870	3-Hydroxyisovaleryl-CoA → 3-Methylcrotonyl-CoA + Water	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	substrate
3-Hydroxypropionyl-CoA	HMDB0006807	3-Hydroxypropionyl-CoA + Phosphate + ADP → Hydroxypropionic acid + Coenzyme A + Adenosine triphosphate	HIBCH[Enzyme]	substrate
3-Hydroxypropionyl-CoA	HMDB0006807	3-Hydroxypropionyl-CoA → Acrylyl-CoA + Water	EHHADH[Unknown]; ECHS1[Enzyme]; HADHA[Unknown]	substrate
3-Hydroxypropionyl-CoA	HMDB0006807	Hydroxypropionic acid + Coenzyme A → 3-Hydroxypropionyl-CoA + Water	HIBCH[Enzyme]	product
3-Keto-4-methylzymosterol	HMDB0006838	3-Keto-4-methylzymosterol + NADPH + Hydrogen Ion → 4alpha-Methylzymosterol + NADP	HSD17B7[Unknown]	substrate
3-Keto-4-methylzymosterol	HMDB0006838	4a-Carboxy-4b-methyl-5a-cholesta-8,24-dien-3b-ol + NADP → 3-Keto-4-methylzymosterol + NADPH + Hydrogen Ion + Carbon dioxide	NSDHL[Unknown]	product
3-Mercaptolactic acid	HMDB0002127	3-Mercaptolactic acid + NAD → 3-Mercaptopyruvic acid + NADH + Hydrogen Ion	LDHAL6A[Unknown]; LDHB[Unknown]; LDHC[Unknown]; LDHA[Unknown]; LDHAL6B[Unknown]	substrate
3-Mercaptopyruvic acid	HMDB0001368	3-Mercaptolactic acid + NAD → 3-Mercaptopyruvic acid + NADH + Hydrogen Ion	LDHAL6A[Unknown]; LDHB[Unknown]; LDHC[Unknown]; LDHA[Unknown]; LDHAL6B[Unknown]	product
3-Mercaptopyruvic acid	HMDB0001368	3-Mercaptopyruvic acid + Hydrogen cyanide → Pyruvic acid + Thiocyanate	MPST[Enzyme]	substrate
3-Mercaptopyruvic acid	HMDB0001368	3-Mercaptopyruvic acid + Sulfite → Thiosulfate + Pyruvic acid	MPST[Enzyme]; TST[Unknown]	substrate
3-Mercaptopyruvic acid	HMDB0001368	Hydrogen cyanide + 3-Mercaptopyruvic acid → Thiocyanate + Pyruvic acid	TST[Unknown]	substrate
3-Mercaptopyruvic acid	HMDB0001368	L-Cysteine + Oxoglutaric acid → 3-Mercaptopyruvic acid + DL-Glutamate	GOT1[Enzyme]; GOT2[Enzyme]	product
3-Methoxy-4-hydroxyphenylglycolaldehyde	HMDB0004061	3-Methoxy-4-hydroxyphenylglycolaldehyde + NAD + Water → Vanillylmandelic acid + NADH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
3-Methoxy-4-hydroxyphenylglycolaldehyde	HMDB0004061	3-Methoxy-4-hydroxyphenylglycolaldehyde + NADP + Water → Vanillylmandelic acid + NADPH + Hydrogen Ion	ALDH3A1[Unknown]; ALDH1A3[Unknown]; ALDH3B2[Unknown]; ALDH3B1[Unknown]	substrate
3-Methoxy-4-hydroxyphenylglycolaldehyde	HMDB0004061	Metanephrine + Water + Oxygen → 3-Methoxy-4-hydroxyphenylglycolaldehyde + Hydrogen peroxide + Methylamine	MAOB[Unknown]; MAOA[Unknown]	product
3-Methoxy-4-hydroxyphenylglycolaldehyde	HMDB0004061	Normetanephrine + Water + Oxygen → 3-Methoxy-4-hydroxyphenylglycolaldehyde + Ammonia + Hydrogen peroxide	MAOB[Unknown]; MAOA[Unknown]	product
3-Methoxytyramine	HMDB0000022	3-Methoxytyramine + Water + Oxygen → Homovanillin + Hydrogen peroxide + Ammonia	MAOB[Unknown]; MAOA[Unknown]	substrate
3-Methoxytyramine	HMDB0000022	S-Adenosylmethionine + Dopamine → S-Adenosylhomocysteine + 3-Methoxytyramine	COMT[Unknown]	product
3-Methyl-2-oxovaleric acid	HMDB0000491	3-Methyl-2-oxovaleric acid + Thiamine pyrophosphate → 2-Methyl-1-hydroxybutyl-ThPP + Carbon dioxide	BCKDHB[Enzyme]; BCKDHA[Unknown]	substrate
