HMDB_ID	Secondary_HMDB_ID	Kegg_ID	metabolite	synonyms_name	Organ and components	Cell and elements	Tissue and substructures	Biofluid and excreta	Subcellular	kingdom	super_class	sub_class	class	associated_gene	Software_Predicted	BioLocation_Summary
HMDB0000216	HMDB00216	C00547	Norepinephrine	(-)-Arterenol; (-)-Noradrenaline; (-)-Norepinephrine; (R)-(-)-Norepinephrine; (R)-4-(2-amino-1-Hydroxyethyl)-1,2-benzenediol; (R)-Norepinephrine; 4-[(1R)-2-amino-1-Hydroxyethyl]-1,2-benzenediol; Arterenol; L-Noradrenaline; L-Norepinephrine; Noradrenaline; Norepinefrina; Norepinephrinum; (-)-(R)-Norepinephrine; (-)-alpha-(Aminomethyl)protocatechuyl alcohol; (R)-Noradrenaline; 4-(2-amino-1-Hydroxyethyl)-1,2-benzenediol; Adrenor; Aktamin; L-2-amino-1-(3,4-Dihydroxyphenyl)ethanol; L-3,4-Dihydroxyphenylethanolamine; L-alpha-(Aminomethyl)-3,4-dihydroxybenzyl alcohol; L-Arterenol; Levarterenol; Levoarterenol; Levonor; Levonoradrenaline; Levonorepinephrine; Levophed; Nor-epirenan; Noradrenalin; Norartrinal; Norepirenamine; Sympathin E	Gonad | Intestine | Bladder | Prostate : Prostate gland | Pancreas | Heart | Brain | Kidney : Kidneys | Endocrine gland	Extracellular : Extracellular region | Element | Cell	Adipose tissue : Fat tissue - Body fat - Adipose | Placenta | Epidermis | Skeletal muscle : Striated muscle | Muscle	Urine | Blood | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma	Organic compounds	Benzenoids	Benzenediols	Phenols	MAOB; MAOA; DBH; COMT; PAH; PNMT; GK; CYP1A2; ADRA2A; ADRA2B; SLC22A5; ADRB1; ADRB2; SLC6A2; SLC22A1; SLC22A2; SLC22A3; ADRA1A; ADRA1B; ADRA1D; SYT5; ADRB3; ADRA2C; NET	Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0000492	HMDB00492	C00698	Chloride ion	Chloride(1-); Chlorine anion; CL(-); Chloride; Bertholite; Chloor; Chlor; Chlore; Chlorine; Chlorine gas; Cl; Cl2; Diatomic chlorine; Dichlorine; Molecular chlorine; Chloride ion level; Ion level, chloride; Chlorides; Level, chloride ion; MSR-1 Protein, nicotiana plumbaginifolia; PLS216 Protein, nicotiana plumbaginifolia		Extracellular : Extracellular region	All tissues	Saliva | Blood | Urine | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma	Inorganic compounds	Homogeneous non-metal compounds		Homogeneous halogens	PRMT3; GSTT1; SGK1; WNK4; ACE; PRMT5; AMY1A; AMY2A; CFTR; AMY2B; GRM5; GABRG2; SLC5A7; SLC12A5; KCNQ1; CLCN1; HCN2; SLC29A4; SLC12A2; SLC26A4; SLC12A1; SLC12A4; SLC12A6; SLC12A7; SLC12A3; SLC4A10; SLC1A7; SLC26A3; SLC26A9; SLC26A7; SLC26A8; SLC43A2; BEST1; BEST2; BEST3; BEST4; SLC26A10; SLC26A5; ANO10; ANO1; ANO2; ANO3; ANO4; ANO5; ANO6; ANO7; ANO8; ANO9; CLCA2; CLCA4; KCNT1; KCNT2; KCNE3; FXYD1; ACE2; NPR3; BSND; CTSC; CLCC1; CLCNKA; CLCNKB; CLCN2; CLCN3; CLCN4; CLCN5; CLCN6; CLCN7; CLIC1; CLIC2; CLIC3; CLIC4; CLIC5; CLIC6; DEFB104A; FXYD3; GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG3; GABRP; GABRR1; GABRR2; GABRR3; GABRQ; GLRA1; GLRA2; GLRA3; GLRB; GOPC; CLNS1A; NOX3; OXSR1; PDZK1; SLC12A8; SLC6A19; SLC5A8; TTYH1; TTYH2; TTYH3; WNK1; GLRA4	Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0000824	HMDB00824	C03017	Propionylcarnitine	(3R)-3-(Propionyloxy)-4-(trimethylammonio)butanoate; (R)-3-Carboxy-N,N,N-trimethyl-2-(1-oxopropoxy)-1-propanaminium inner salt; O-Propanoyl-(R)-carnitine; O-Propanoyl-carnitine; O-Propanoylcarnitine; O-Propinoyl-L-carnitine; (3R)-3-(Propionyloxy)-4-(trimethylammonio)butanoic acid; (-)-Propionylcarnitine; C3-Carnitine; L-Carnitine propionyl ester; L-Propionylcarnitine; Levocarnitine propil; O-Propanoyl-L-carnitine; O-Propionyl-L-carnitine; Propanoyl-L-carnitine; Propionyl-L-carnitine; Propionylcarnitine		Extracellular : Extracellular region	Placenta	Saliva | Feces : Fecal - Stool - Faecal - Faeces | Urine | Blood | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma | Membrane | Mitochondria | Peroxisome : Peroxisome vesicle - Peroxisomal | Cell membrane : Cellular membrane	Organic compounds	Lipids and lipid-like molecules	Fatty acid esters	Fatty Acyls	CRAT; SLC25A20	Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0000751	HMDB00751	C00312	L-Xylulose	L-Lyxulose; L-Threo-pentulose; L-Threo-2-pentulose; Xylulose; beta-L-Threo-pentulofuranose; beta-L-Threo-2-pentulofuranose; Β-L-threo-pentulofuranose; Β-L-threo-2-pentulofuranose; L-Xylulose				Urine | Blood | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma	Organic compounds	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	DCXR	Compass	Blood | Cerebrospinal fluid
HMDB0011723	HMDB11723		2-Methylhippuric acid	N-(O-Toluoyl)glycine; O-Toluric acid; O-Tolate; O-Tolic acid; 2-Methylhippate; 2-Methylhippic acid; N-(2-Methylbenzoyl)-glycine; N-(2-Methylbenzoyl)glycine; N-(Methylbenzoyl)-glycine; N-(Methylbenzoyl)glycine; N-(O-Toluoyl)-glycine; O-Methylhippuric acid; Ortho-methylhippuric acid; O-Methylhippate; O-Methylhippic acid; 2-Methylhippuric acid				Urine | Blood		Organic compounds	Benzenoids	Benzoic acids and derivatives	Benzene and substituted derivatives	GLYAT	Compass	Blood
HMDB0000235	HMDB00235	C00378	Thiamine	3-(4-AMINO-2-methyl-pyrimidin-5-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium; Aneurin; Antiberiberi factor; Thiamin; Thiamine(1+) ion; Thiaminium; Vitamin b1; Apate drops; Beatine; Bedome; Begiolan; Benerva; Bequin; Berin; Betalin S; Betaxin; Bethiazine; Beuion; Bevitex; Bevitine; Bewon; Biamine; Bithiamin; Biuno; Bivatin; Bivita; Cernevit-12; Clotiamina; Eskapen; Eskaphen; Hybee; Lixa-beta; Metabolin; Slowten; THD; Thiadoxine; Thiaminal; Thiamol; Thiavit; Tiamidon; Tiaminal; Trophite; Vetalin S; VIB; Vinothiam; Vitaneuron; Mononitrate, thiamine; Thiamine mononitrate; Vitamin b 1	Intestine | Testicle : Testes - Testis | Brain | Liver | Kidney : Kidneys | Endocrine gland	Extracellular : Extracellular region | Cell	Placenta | Adipose tissue : Fat tissue - Body fat - Adipose | Skeletal muscle : Striated muscle | Muscle	Saliva | Urine | Blood | Cerebrospinal fluid : Csf	Membrane | Mitochondria | Myelin sheath : Myelin | Cell membrane : Cellular membrane	Organic compounds	Organoheterocyclic compounds	Pyrimidines and pyrimidine derivatives	Diazines	TPK1; TKT; THTPA; SLC19A2; SLC19A2; SLC19A2; SLC19A2; PHPT1	Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0000819	HMDB00819	C05589	Normetanephrine	(+/-)-normetanephrine; (+/-)-alpha-(aminomethyl)-4-hydroxy-3-methoxy-benzenemethanol; 3-Methoxy-noradrenaline; 3-O-Methyl-noradrenaline; 4-(2-Amino-1-hydroxyethyl)-2-methoxyphenol; alpha-(Aminomethyl)-4-hydroxy-3-methoxy-benzenemethanol; DL-N-Normetanephrine; DL-Normetanephrine; L-Normetanephrine; m-O-Methylnorepinephrine; N111; Normetadrenaline; O-Methylnoradrenaline; 3 Methoxynoradrenaline; 3-Methoxynoradrenaline	Brain | Endocrine gland	Element		Feces : Fecal - Stool - Faecal - Faeces | Urine | Blood | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma	Organic compounds	Benzenoids	Methoxyphenols	Phenols	MAOB; MAOA; COMT	Compass	Blood | Cerebrospinal fluid
HMDB0006526	HMDB06526	C16529	Tetracosanoyl-CoA	Lignoceroyl-CoA; Lignoceroyl-coenzyme A; S-Tetracosanoate; S-Tetracosanoate CoA; S-Tetracosanoate coenzyme A; S-Tetracosanoic acid; Tetracosanoyl-coenzyme A		Extracellular : Extracellular region		Urine	Membrane | Peroxisome : Peroxisome vesicle - Peroxisomal | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Fatty acyl thioesters	Fatty Acyls	ACAA2; ACAA1; HADHB; ALDH6A1; ACADL; ACADS; ACADM; ACOX1; ACOX2; IVD; ACOX3; GCDH; LIPC; DGAT1; BCKDHB; BCKDHA; SCD; HADHA; SOAT2; SOAT1; BAAT; ACSL4; ACSL1; ACSL6; ACSL5; ACSL3; GPAM; MECR; PECR; ACOT7; ACOT2; ACOT4; ACOT8; GNPAT; AGPAT3; AGPAT2; AGPAT1; ACADSB; SLC27A2; PPARG; PPARA; PPARD; DBI; FABP3; AGPAT5; SLC27A5; DBT; MOGAT2; SLC27A3; SLC27A1; ACAD10; ACAD11; AGPAT6; ACSM1; DGAT2; AGPAT4; MOGAT1; ACAD8; ACAD9; SLC27A4; FAR1; FAR2; AWAT1; AWAT2; DGAT2L6; DGAT2L7; MOGAT3; LPCAT3; LPCAT1; LCLAT1; LPCAT4; AGPAT9; GLYAT; GLYATL1; GLYATL2; ECI2; AASDH; ACADVL; ACOXL; ACSM6; ACSM2A; ACSM2B; ACSM3; ACSM5; NUDT7; ACSM4; GPAT2; C9orf156; ACOT9; ACSF3; ACOT1; ACOT7L; ACSF2; ACOT11; ACSBG2; ACSBG1; ACBD3; ACBD4; ACBD5; ACAD11; HADHA; KIAA1996; BRL; HADHA; ACBD6; PECI; ACBD5; ACBD7; FABP2	Compass	Extracellular
HMDB0000125	HMDB00125	C00051	Glutathione	5-L-Glutamyl-L-cysteinylglycine; gamma-L-Glutamyl-L-cysteinyl-glycine; Glutathione-SH; GSH; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; Reduced glutathione; Poly(gamma-glutamylcysteine)glycine; (gamma-Glutamylcysteine)N-glycine; Tathion; g-L-Glutamyl-L-cysteinyl-glycine; Γ-L-glutamyl-L-cysteinyl-glycine; N-(N-g-L-Glutamyl-L-cysteinyl)glycine; N-(N-Γ-L-glutamyl-L-cysteinyl)glycine; Poly(g-glutamylcysteine)glycine; Poly(γ-glutamylcysteine)glycine; (g-Glutamylcysteine)N-glycine; (Γ-glutamylcysteine)N-glycine; Agifutol S; Bakezyme RX; Copren; Deltathione; gamma-Glutamylcysteinylglycine; gamma-L-Glutamyl-L-cysteinylglycine; Glutathion; Glutathione red; Glutathione reduced; Glutatiol; Glutatione; Glutide; Glutinal; Isethion; L-g-Glutamyl-L-cysteinyl-glycine; L-gamma-Glutamyl-L-cysteinyl-glycine; L-gamma-Glutamyl-L-cysteinylglycine; L-Glutamyl-L-cysteinylglycine; L-Glutathione; L-Glutathione reduce; Ledac; Neuthion; Red. glutathione; Tathione; Triptide; Glutathione, reduced; gamma L Glu L cys gly; gamma-L-Glu-L-cys-gly; gamma L Glutamyl L cysteinylglycine		Extracellular : Extracellular region	All tissues | Placenta	Saliva | Urine | Blood | Cerebrospinal fluid : Csf	Cytoplasm : Cytoplasma | Mitochondria | Endoplasmic reticulum : Er	Organic compounds	Organic acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives	PTGES; GSR; PRDX6; GLO1; ESD; GGT1; GGT7; GSS; LTC4S; GSTM2; GPX7; GPX5; GSTM1; HAGH; GSTK1; MGST3; GSTM3; GSTA1; GSTZ1; MGST1; GSTM4; GSTM5; MGST2; GSTO1; GSTA5; GSTA2; GPX6; GSTA3; GSTA4; GPX1; GPX4; GPX3; GSTO2; GSTT1; GPX2; GSTP1; HPGDS; ABCC2; GLRX; ABCC1; ABCC3; RALBP1; ABCC4; ABCC5; GLRX2; HAGHL; GGT6; TXNDC12; GGT7; GGT5; LOC51064; GSTT2; GGT2; GGT3P; GPX8; GSTT2B; GSTT4	scFEA;Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0012490	HMDB12490		1,2-Dehydrosalsolinol	1-Methyl-6,7-dihydroxy-3,4-dihydroisoquinolines; 3,4-dihydro-1-Methyl-6,7-isoquinolinediol; DSAL						Organic compounds	Organoheterocyclic compounds		Dihydroisoquinolines		Compass	Other
HMDB0000692	HMDB00692	C14818	Fe2+	FE (II) ion; Fe(II); Fe2+; Fe(2+); Ferrous ion; Iron ion(2+); Iron(2+); Armco iron; Carbonyl iron; FE; Ferrovac e; Hematite; Infed; Limonite; LOHA; Magnetite; Malleable iron; Metopirone; Metyrapone; PZH2m; PZHO; Remko; Suy-b 2; Taconite; Venofer; Wrought iron; Iron hydroxide (fe(OH)3); Iron oxyhydroxide; Ferric hydroxide; Iron hydroxide (III)	Brain | Liver	Extracellular : Extracellular region		Saliva | Urine | Blood | Cerebrospinal fluid : Csf	Mitochondria	Inorganic compounds	Homogeneous metal compounds		Homogeneous transition metal compounds	ALAS2; PLA2G6; ACP5; RRM1; RRM2; MT-ND1; NDUFB1; NDUFS2; SDHC; PAOX; NDUFA12; NDUFA1; NDUFA4L2; NDUFA3; NDUFA8; NDUFA4; MT-ND4L; NDUFA11; SC5DL; NDUFS4; NDUFS3; NDUFS5; NDUFV2; NDUFA10; NDUFA6; NDUFB4; SDHA; HMOX2; NDUFS8; MT-ND2; NDUFA7; NDUFA2; NDUFS1; NDUFB5; NDUFC2; NDUFB3; NDUFB7; NDUFAB1; NDUFA5; ETFDH; NDUFA9; MT-ND4; SDHD; NDUFS7; XDH; NDUFV1; NDUFB9; MT-ND6; NDUFA13; NDUFS6; SDHB; HMOX1; UROD; MSMO1; PHYH; TH; TPO; LPO; PAH; MPO; EPX; P4HA2; P4HA1; SCD; BBOX1; PLOD1; PLOD2; PLOD3; TPH1; FTMT; TPH2; CP; UBE2D1; BLVRB; ACO2; ACO1; DPYD; MIOX; HPD; HGD; CDO1; ALOX5; ALOX15B; ALOX12; PTGS2; PTGS1; ALOX15; UQCRFS1; PPOX; ASPH; HIF1AN; PANK2; TST; FECH; GALT; NDUFB11; HAAO; BCMO1; HBA1; HPX; MT-CO1; HFE; COQ7; PPP1CB; IREB2; PPP1CC; SOD2; APP; LTF; SOD1; TF; FTL; SLC40A1; TFR2; HP; SNCA; SLC11A2; HAMP; NFS1; PPP2CA; NFE2; TFRC; CUBN; FXN; SNAP25; CH25H; SLC46A1; CYBRD1; UQCR11; ALOX12B; SOD3; TMLHE; ADHFE1; SCD5; RRM2B; CD163; CISD2; ITLN1; MIPEP; PPEF1; PPEF2; PXDN; PXDNL; SNCG; HEPH; STEAP3; ABCB7; EIF2AK1; FA2H; SLC25A37; SLC25A28; NENF; PGRMC1; PGRMC2; ADO; ALKBH2; ALKBH3; BCO2; BCS1L; FTH1; HSCB; AMDHD1; ISCA1; ISCA2; ISCU; ALOXE3; NFU1; SLC11A1; LEPRE1; LEPREL1; LEPREL2; PPP1CA; PPP2CB; PPP4C; PPP5C; PPP6C; HFE2; SLC39A14; SFXN1; SFXN2; SFXN3; SFXN4; SFXN5; SNCB; TMPRSS6; MFI2; P4HA3; NDUFB2; OGFOD1; OGFOD2; CISD1	Compass	Extracellular | Blood | Cerebrospinal fluid
HMDB0000625	HMDB00625	C00257	Gluconic acid	(2R,3S,4R,5R)-2,3,4,5,6-Pentahydroxyhexanoic acid; D-Gluco-hexonic acid; D-Gluconsaeure; D-Glukonsaeure; Dextronic acid; Glycogenic acid; Hexonic acid; Maltonic acid; D-Gluconate; (2R,3S,4R,5R)-2,3,4,5,6-Pentahydroxyhexanoate; D-Gluco-hexonate; Dextronate; Glycogenate; Hexonate; Maltonate; D-Gluconic acid; Gluconate; 2,3,4,5,6-Pentahydroxy-hexanoate; 2,3,4,5,6-Pentahydroxy-hexanoic acid; 2,3,4,5,6-Pentahydroxyhexanoate; 2,3,4,5,6-Pentahydroxyhexanoic acid; GCO; Glosanto; Glyconate; Glyconic acid; Pentahydroxycaproate; Pentahydroxycaproic acid; Boron gluconate; Gluconic acid, (113)indium-labeled; Gluconic acid, calcium salt; Gluconic acid, cesium(+3) salt; Gluconic acid, lanthanum(+3) salt; Gluconic acid, sodium salt; Gluconic acid, strontium (2:1) salt; Magnerot; Manganese gluconate; Sodium gluconate; Zinc gluconate; Gluconic acid, (159)dysprosium-labeled salt; Gluconic acid, aluminum (3:1) salt; Gluconic acid, ammonium salt; Gluconic acid, magnesium (2:1) salt; Gluconic acid, (14)C-labeled; Gluconic acid, 1-(14)C-labeled; Gluconic acid, 6-(14)C-labeled; Gluconic acid, cobalt (2:1) salt; Gluconic acid, copper salt; Gluconic acid, manganese (2:1) salt; Gluconic acid, potassium salt; Gluconic acid, tin(+2) salt; Gluconic acid, zinc salt; Lithium gluconate; Magnesium gluconate; Gluconic acid, (99)technecium (5+) salt; Gluconic acid, fe(+2) salt, dihydrate; Gluconic acid, monolithium salt; Gluconic acid, monopotassium salt; Gluconic acid, monosodium salt	Prostate : Prostate gland		Placenta	Saliva | Feces : Fecal - Stool - Faecal - Faeces | Urine | Blood	Cytoplasm : Cytoplasma	Organic compounds	Organic oxygen compounds	Carbohydrates and carbohydrate conjugates	Organooxygen compounds	RGN; IDNK	Compass	Blood
HMDB0006347	HMDB06347		Hexacosanoyl carnitine			Extracellular : Extracellular region		Urine | Blood	Cytoplasm : Cytoplasma | Membrane | Mitochondria | Cell membrane : Cellular membrane	Organic compounds	Lipids and lipid-like molecules	Fatty acid esters	Fatty Acyls		Compass	Extracellular | Blood
HMDB0013062	HMDB13062		S-(PGA2)-glutathione	11-(S-Glutathionyl)-prostaglandin a(,2); GSPGA2; (5Z)-7-[(1R,2S)-3-{[(2S)-2-{[(4R)-4-amino-4-carboxy-1-hydroxybutylidene]amino}-2-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl]sulfanyl}-2-[(1E)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]hept-5-enoate; (5Z)-7-[(1R,2S)-3-{[(2S)-2-{[(4R)-4-amino-4-carboxy-1-hydroxybutylidene]amino}-2-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl]sulphanyl}-2-[(1E)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]hept-5-enoate; (5Z)-7-[(1R,2S)-3-{[(2S)-2-{[(4R)-4-amino-4-carboxy-1-hydroxybutylidene]amino}-2-[(carboxymethyl)-C-hydroxycarbonimidoyl]ethyl]sulphanyl}-2-[(1E)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]hept-5-enoic acid						Organic compounds	Organic acids and derivatives	Amino acids, peptides, and analogues	Carboxylic acids and derivatives		Compass	Other
HMDB0012610	HMDB12610		18E-20-Oxo-20-CoA-LTE4	CoA-20-COOH-19E-LTE(,4); coenzyme A-20-COOH-19E-LTE(,4); 6-[(2-Amino-2-carboxyethyl)sulfanyl]-20-({2-[(3-{[4-({[({[5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)-1,2-dihydroxy-3,3-dimethylbutylidene]amino}-1-hydroxypropylidene)amino]ethyl}sulfanyl)-5-hydroxy-20-oxoicosa-7,9,11,14,18-pentaenoate; 6-[(2-Amino-2-carboxyethyl)sulphanyl]-20-({2-[(3-{[4-({[({[5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)-1,2-dihydroxy-3,3-dimethylbutylidene]amino}-1-hydroxypropylidene)amino]ethyl}sulphanyl)-5-hydroxy-20-oxoicosa-7,9,11,14,18-pentaenoate; 6-[(2-Amino-2-carboxyethyl)sulphanyl]-20-({2-[(3-{[4-({[({[5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)-1,2-dihydroxy-3,3-dimethylbutylidene]amino}-1-hydroxypropylidene)amino]ethyl}sulphanyl)-5-hydroxy-20-oxoicosa-7,9,11,14,18-pentaenoic acid		Extracellular : Extracellular region		Urine	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Eicosanoids	Fatty Acyls		Compass	Extracellular
HMDB0012824	HMDB12824		5-Oxo-6-trans-leukotriene B4	(12R)-Hydroxy-5-oxo-(6E,8E,10E,14Z)-eicosatetraenoate; (12R)-Hydroxy-5-oxo-(6E,8E,10E,14Z)-eicosatetraenoic acid; 5-oxo-6E-LTB(,4)		Extracellular : Extracellular region		Urine	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Eicosanoids	Fatty Acyls		Compass	Extracellular
	HMDB13123														Compass	Other
HMDB0001339	HMDB01339	C00527	Glutaryl-CoA	4-Carboxybutanoyl-CoA; 4-Carboxybutanoyl-coenzyme A; coenzyme A, S-(Hydrogen pentanedioate); Glutaryl-coenzyme A; coenzyme A, S-(Hydrogen pentanedioic acid); Glutaryl coenzyme A; Glutaryl-CoA	Liver	Extracellular : Extracellular region | Cell		Feces : Fecal - Stool - Faecal - Faeces | Urine	Membrane | Mitochondria | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Fatty acyl thioesters	Fatty Acyls	DLD; GCDH; OGDH; DLST; OGDHL	Compass	Extracellular
HMDB0012556	HMDB12556		13'-Carboxy-alpha-tocotrienol	13'-Carboxy-a-tocotrienol; 13'-Carboxy-α-tocotrienol; 13aaTE; (2E,6Z,10Z)-13-[(2R)-6-Hydroxy-2,5,7,8-tetramethyl-3,4-dihydro-2H-1-benzopyran-2-yl]-2,6,10-trimethyltrideca-2,6,10-trienoate		Extracellular : Extracellular region			Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Quinone and hydroquinone lipids	Prenol lipids		Compass	Extracellular
HMDB0003944	HMDB03944	C05271	trans-2-Hexenoyl-CoA	(2E)-Hexenoyl-CoA; (2E)-Hexenoyl-coenzyme A; trans-2,3-Dehydrohexanoyl-CoA; trans-2,3-Dehydrohexanoyl-coenzyme A; trans-Hex-2-enoyl-CoA; trans-Hex-2-enoyl-coenzyme A		Extracellular : Extracellular region		Urine	Membrane | Cell membrane : Cellular membrane | Cytoplasm : Cytoplasma	Organic compounds	Lipids and lipid-like molecules	Fatty acyl thioesters	Fatty Acyls	ACAA2; ACAA1; HADHB; ALDH6A1; ACADL; ACADS; ACADM; ACOX1; ACOX2; IVD; ACOX3; GCDH; LIPC; DGAT1; BCKDHB; BCKDHA; SCD; EHHADH; ECHS1; HADHA; SOAT2; SOAT1; BAAT; ACSL4; ACSL1; ACSL6; ACSL5; ACSL3; GPAM; MECR; PECR; ACOT7; ACOT2; ACOT4; ACOT8; GNPAT; AGPAT3; AGPAT2; AGPAT1; ACADSB; SLC27A2; PPARG; PPARA; PPARD; DBI; FABP3; AGPAT5; SLC27A5; DBT; MOGAT2; SLC27A3; SLC27A1; ACAD10; ACAD11; AGPAT6; ACSM1; DGAT2; AGPAT4; MOGAT1; ACAD8; ACAD9; SLC27A4; FAR1; FAR2; AWAT1; AWAT2; DGAT2L6; DGAT2L7; MOGAT3; LPCAT3; LPCAT1; LCLAT1; LPCAT4; AGPAT9; GLYAT; GLYATL1; GLYATL2; ECI2; AASDH; ACADVL; ACOXL; ACSM6; ACSM2A; ACSM2B; ACSM3; ACSM5; NUDT7; ACSM4; GPAT2; C9orf156; ACOT9; ACSF3; ACOT1; ACOT7L; ACSF2; ACOT11; ACSBG2; ACSBG1; ACBD3; ACBD4; ACBD5; ACAD11; HADHA; KIAA1996; BRL; HADHA; ACBD6; PECI; ACBD5; ACBD7; FABP2	Compass	Extracellular
HMDB0000774	HMDB00774	C18044	Pregnenolone sulfate	Pregnenolone sulfuric acid; Pregnenolone sulphate; Pregnenolone sulphuric acid; 5-Pregnen-3b-sulfate-20-one; 5-Pregnen-3b-sulphate-20-one; Pregn-5-en-20-on-3b-yl sulfurate; Pregn-5-en-20-on-3b-yl sulfuric acid; Pregn-5-en-20-one-3b-yl sulfate; Pregn-5-en-20-one-3b-yl sulphate; Pregnenolone 3-sulfate; Pregnenolone 3-sulphate; Pregnenolone 3b-sulfate; Pregnenolone 3b-sulphate; Pregnenolone hydrogen sulfate; Pregnenolone hydrogen sulphate; Pregnenolone monosulfate; Pregnenolone monosulphate; [(1S,2R,10S,11S,14S,15S)-14-Acetyl-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-7-en-5-yl]oxidanesulfonate; [(1S,2R,10S,11S,14S,15S)-14-Acetyl-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-7-en-5-yl]oxidanesulphonate; [(1S,2R,10S,11S,14S,15S)-14-Acetyl-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadec-7-en-5-yl]oxidanesulphonic acid	Gonad | Liver | Kidney : Kidneys	Extracellular : Extracellular region	Hepatic tissue : Liver tissue	Urine | Blood	Cytoplasm : Cytoplasma | Membrane | Endoplasmic reticulum : Er | Cell membrane : Cellular membrane	Organic compounds	Lipids and lipid-like molecules	Sulfated steroids	Steroids and steroid derivatives		Compass	Extracellular | Blood
HMDB0003379	HMDB03379	C00536	Triphosphate	Acide triphosphorique; Catena-triphosphoric acid; H5P3O10; Inorganic triphosphate; Triphosphorsaeure; Tripolyphosphoric acid; Catena-triphosphate; Inorganic triphosphoric acid; Tripolyphosphate; Triphosphoric acid; (Phosphate)N; (Phosphate)n+1; (Phosphate)N-1; Bis(dihydroxidodioxidophosphato)hydroxidooxidophosphorus; Bis(phosphonooxy)phosphinic acid; DAD; DCT; DGT; Diphosphono hydrogen phosphate; DTP; GTP; Inorganic open chain tripolyphosphate; Triphospate; Triphosphate analogs; TTP; Sodium triphosphate; Tetrasodium tripolyphosphate; Triphosphoric acid, 99TC-labeled CPD; Triphosphoric acid, pentasodium salt; Triphosphoric acid, sodium salt; Potassium triphosphate; Sodium tripolyphosphate anhydrous; Triphosphoric acid, pentapotassium salt; Triphosphoric acid, sodium, potassium salt; Pentapotassium triphosphate; Sodium tripolyphosphate; PPPi; TRIphosphATE	Spleen | Kidney : Kidneys | Pancreas	Element | Cell	Placenta | Skeletal muscle : Striated muscle	Cerebrospinal fluid : Csf	Mitochondria | Cytoplasm : Cytoplasma	Inorganic compounds	Homogeneous non-metal compounds	Non-metal phosphates	Non-metal oxoanionic compounds	ITPA; PTS; MMAB	Compass	Cerebrospinal fluid
