mouse_gene,human_gene
Six2,SIX2
Ascl2,ASCL2
Ascl1,ASCL1
Bad,BAD
Pax8,PAX8
Nipsnap2,NIPSNAP2
Cebpa,CEBPA
Mafa,MAFA
Tbx6,TBX6
Dedd2,DEDD2
Atp1b3,ATP1B3
Isl1,ISL1
Myc,MYC
Bmp7,BMP7
Trp53,TP53
Dap,DAP
Hes3,HES3
Ccnb1,CCNB1
Tbr1,TBR1
Mtmr2,MTMR2
Rag2,RAG2
Mtnr1a,MTNR1A
H2az2,H2AZ2
Crx,CRX
Fgfr1,FGFR1
Psmb7,PSMB7
Cpa5,CPA5
Cpa1,CPA1
Fmr1,FMR1
Oaz1,OAZ1
Oaz3,OAZ3
Bbs2,BBS2
Malt1,MALT1
Cask,CASK
Hgd,HGD
Plagl2,PLAGL2
P2rx4,P2RX4
Mst1,MST1
Mst1,MST1L
Gstp1,GSTP1
Gstp2,GSTP1
Esr1,ESR1
Elf4,ELF4
Cers4,CERS4
Cers2,CERS2
Adcyap1,ADCYAP1
Cyp11a1,CYP11A1
Cyp2j11,CYP2J2
Cyp2j5,CYP2J2
Cyp2j6,CYP2J2
Atp5g3,ATP5MC3
Gm10175,ATP5MC2
Cxadr,CXADR
Reln,RELN
Has2,HAS2
Sim1,SIM1
Mybl2,MYBL2
Pax7,PAX7
Pou3f4,POU3F4
Foxa2,FOXA2
Pparg,PPARG
Vipr2,VIPR2
Lcp1,LCP1
Axin2,AXIN2
Bambi,BAMBI
Clic3,CLIC3
Zeb1,ZEB1
Cldn12,CLDN12
mt-Co1,COX1
Hnf1b,HNF1B
Th,TH
Foxc2,FOXC2
Nkx2-2,NKX2-2
Igfbp2,IGFBP2
Noto,NOTO
Mixl1,MIXL1
Lsm2,LSM2
Lefty1,LEFTY1
Lefty1,LEFTY2
Lefty2,LEFTY1
Lefty2,LEFTY2
Stk19,STK19
Slc40a1,SLC40A1
Gata3,GATA3
Hmx3,HMX3
Try10,PRSS1
Try10,PRSS2
Try10,PRSS3
Gm5771,PRSS3
2210010C04Rik,PRSS1
Prss1,PRSS3
Prss2,PRSS3
Try5,PRSS2
Try5,PRSS3
Try5,PRSS2
Try5,PRSS3
Prss3,PRSS3
Try4,PRSS2
Try4,PRSS3
Rack1,RACK1
Slc6a3,SLC6A3
Hes1,HES1
Smad3,SMAD3
Apaf1,APAF1
Lrrk2,LRRK2
Lmo1,LMO1
Has3,HAS3
Aldh3b2,ALDH3B2
Aldh3b3,ALDH3B1
Aldh3b1,ALDH3B1
F10,F10
Hspd1,HSPD1
Ddx55,DDX55
Thbs3,THBS3
Sdad1,SDAD1
Thbs4,THBS4
Med29,MED29
Utp25,UTP25
Arl13b,ARL13B
9930104L06Rik,C1orf109
Atp6v1h,ATP6V1H
Phf5a,PHF5A
Ddx54,DDX54
Dmrt3,DMRT3
Ints7,INTS7
Dag1,DAG1
Mc5r,MC5R
Mc4r,MC4R
Lamc1,LAMC1
Igfbp1,IGFBP1
Tsr2,TSR2
Wdr43,WDR43
Nifk,NIFK
Ttc27,TTC27
Zcchc7,ZCCHC7
Chrnb3,CHRNB3
Omp,OMP
Phex,PHEX
Ruvbl2,RUVBL2
Ruvbl1,RUVBL1
Lamb1,LAMB1
Rock2,ROCK2
Esr2,ESR2
Cxcl12,CXCL12
Gli1,GLI1
Olig2,OLIG2
Fgfr2,FGFR2
Supt5,SUPT5H
Txnrd3,TXNRD3
Sp5,SP5
Mc1r,MC1R
Mc2r,MC2R
Mc3r,MC3R
Mchr1,MCHR1
Mib1,MIB1
Prl,PRL
Tshb,TSHB
Pomc,POMC
Nrarp,NRARP
Nrp1,NRP1
Myl4,MYL4
Tnnc1,TNNC1
Pbk,PBK
Actb,ACTB
Actg1,ACTG1
St8sia2,ST8SIA2
Acvrl1,ACVRL1
Tram1,TRAM1
Tram1l1,TRAM1L1
Tlx3,TLX3
Tlx1,TLX1
Neo1,NEO1
Ckb,CKB
Sdc2,SDC2
Mcm5,MCM5
Sebox,SEBOX
Azin1,AZIN1
Ttk,TTK
Nfe2,NFE2
Mpz,MPZ
Smad7,SMAD7
Epb41,EPB41
Supt6,SUPT6H
Rapsn,RAPSN
Chrm2,CHRM2
Opn4,OPN4
Lmo4,LMO4
Tph1,TPH1
Nkx3-2,NKX3-2
Sall3,SALL3
Sall1,SALL1
Nmrk2,NMRK2
Npas2,NPAS2
Wnt10b,WNT10B
Krt18,KRT18
Krt80,KRT80
Zdhhc8,ZDHHC8
Oxt,OXT
Avp,AVP
Cntn1,CNTN1
Dtx1,DTX1
Atp1a3,ATP1A3
Irx1,IRX1
mt-Co3,COX3
Robo2,ROBO2
Cntn2,CNTN2
Smarca4,SMARCA4
Foxi1,FOXI1
Mitf,MITF
Timp2,TIMP2
Dusp6,DUSP6
Tgfbr2,TGFBR2
Tgfb1,TGFB1
Hic2,HIC2
Ptn,PTN
Anxa1,ANXA1
Anxa2,ANXA2
Anxa2,ANXA2P2
Fgf18,FGF18
Serpinc1,SERPINC1
F9,F9
Elk4,ELK4
Snd1,SND1
Fgf10,FGF10
Wnt2b,WNT2B
Slc26a5,SLC26A5
Crabp2,CRABP2
Vsx2,VSX2
Crabp1,CRABP1
Glul,GLUL
Dixdc1,DIXDC1
Mx1,MX1
Mx2,MX1
Msgn1,MSGN1
Mapk1,MAPK1
Keap1,KEAP1
Dcp1a,DCP1A
Nfe2l2,NFE2L2
Sgce,SGCE
Penk,PENK
Scfd1,SCFD1
Neurod4,NEUROD4
Sestd1,SESTD1
Prickle1,PRICKLE1
Tcf7l2,TCF7L2
Mga,MGA
Piwil1,PIWIL1
Bdkrb1,BDKRB1
Trp73,TP73
Tmem35a,TMEM35A
Drd2,DRD2
Drd3,DRD3
Tnr,TNR
Cd99l2,CD99L2
Zar1,ZAR1
Trp63,TP63
Stat5b,STAT5B
Stat5a,STAT5A
Kif1b,KIF1B
Hnf4a,HNF4A
Xpo6,XPO6
Arpc5,ARPC5
Tshz1,TSHZ1
Tgfb2,TGFB2
Tgfb3,TGFB3
Aldob,ALDOB
Aldoc,ALDOC
Esrrg,ESRRG
Esrrb,ESRRB
Rbm38,RBM38
Hes6,HES6
Mknk2,MKNK2
Btbd2,BTBD2
Cdh17,CDH17
Gjd2,GJD2
Daam1,DAAM1
Prps1l1,PRPS1L1
Prps1l3,PRPS1
Prps1,PRPS1
Prps2,PRPS2
Disp1,DISP1
Calcoco1,CALCOCO1
Atf2,ATF2
Grem2,GREM2
Sbf2,SBF2
Aaas,AAAS
Ank,ANKH
Fbxl3,FBXL3
Dhcr7,DHCR7
Hcfc1,HCFC1
Usp16,USP16
Bmp8a,BMP8A
Bmp8a,BMP8B
Bmp8b,BMP8B
Hnrnpa1,HNRNPA1
Hnrnpa1,HNRNPA1L2
Gm382,HDLBP
Hdlbp,HDLBP
Ankrd6,ANKRD6
Egfr,EGFR
Pdgfa,PDGFA
Pdia6,PDIA6
Ighm,IGHM
Rpn1,RPN1
Gad2,GAD2
Fyn,FYN
Vps13a,VPS13A
Tbx1,TBX1
Mtr,MTR
Sh3gl1,SH3GL1
Spi1,SPI1
Hsp90b1,HSP90B1
Hsp90b1,HSP90B2P
Mmp2,MMP2
Agt,AGT
Tfdp2,TFDP2
Otud5,OTUD5
Gpr161,GPR161
Ctnnd2,CTNND2
Ncor2,NCOR2
Echs1,ECHS1
Mtdh,MTDH
Spry4,SPRY4
Pcgf1,PCGF1
Lbx2,LBX2
Brms1,BRMS1
Atad1,ATAD1
Dlgap1,DLGAP1
Gria3,GRIA3
Pdc,PDC
Slc1a4,SLC1A4
Sertad2,SERTAD2
Iars2,IARS2
Ppp1cb,PPP1CB
Prmt5,PRMT5
Homez,HOMEZ
Ap1g2,AP1G2
Scrib,SCRIB
Htr5a,HTR5A
Gas2,GAS2
1700123O20Rik,C14orf119
Cenpn,CENPN
Cmc2,CMC2
G2e3,G2E3
Coch,COCH
Strn3,STRN3
Trio,TRIO
Rsu1,RSU1
Ltk,LTK
Itsn1,ITSN1
Pms1,PMS1
Ormdl1,ORMDL1
Adat3,ADAT3
Osgepl1,OSGEPL1
Asnsd1,ASNSD1
Lad1,LAD1
Kpna3,KPNA3
Tmem267,TMEM267
Gls,GLS
Epb41l5,EPB41L5
Patj,PATJ
Tubgcp3,TUBGCP3
Ccdc157,CCDC157
Pold2,POLD2
Pqbp1,PQBP1
Gpkow,GPKOW
Heatr5a,HEATR5A
Erbb3,ERBB3
Pa2g4,PA2G4
Map4k2,MAP4K2
Vat1,VAT1
Rnd2,RND2
Mis18bp1,MIS18BP1
Slc4a1,SLC4A1
Ubtfl1,UBTFL1
Ubtfl1,UBTFL6
Ubtf,UBTF
Atxn7l3,ATXN7L3
Tmub2,TMUB2
Asb16,ASB16
Klhl6,KLHL6
Arf3,ARF3
Grk2,GRK2
Grk3,GRK3
Cacna1f,CACNA1F
Syp,SYP
Dnah6,DNAH6
Zfp536,ZNF536
Ccdc65,CCDC65
Otop1,OTOP1
Ddi1,DDI1
Ddi2,DDI2
Scd2,SCD
Scd1,SCD
Scd1,SCD5
Tfap2a,TFAP2A
Bcap31,BCAP31
Efr3b,EFR3B
Snx9,SNX9
Scube2,SCUBE2
Zhx3,ZHX3
Zhx2,ZHX2
Magea4,MAGEA10
Magea5,MAGEA10
Magea3,MAGEA10
Magea6,MAGEA10
Magea8,MAGEA10
Maged2,MAGED2
Magea1,MAGEA10
Magea14,MAGEA10
Mageb4,MAGEB1
Mageb4,MAGEB2
Mageb4,MAGEB4
Mageb6b1,MAGEB6
Mageb3,MAGEB6
Magea2,MAGEA10
Mageb5b,MAGEB5
Ndn,NDN
Nsmce3,NSMCE3
Magea9,MAGEA10
Magea10,MAGEA1
Magea10,MAGEA10
Magea10,MAGEA11
Magea10,MAGEA12
Magea10,MAGEA3
Magea10,MAGEA4
Magea10,MAGEA6
Magea10,MAGEA8
Mageb5,MAGEB5
Mageb16,MAGEB16
Mageh1,MAGEH1
Mageb18,MAGEB18
Tro,TRO
Magee2,MAGEE2
Magea13,MAGEA11
Magea13,MAGEA13P
Magee1,MAGEE1
Maged1,MAGED1
Magel2,MAGEL2
Pcdh15,PCDH15
Chsy3,CHSY3
Sprn,SPRN
Elovl6,ELOVL6
Fbp2,FBP2
Fbp1,FBP1
Tubb4b,TUBB4B
Tubb4a,TUBB4A
Tubb5,TUBB
Mtg1,MTG1
Nppa,NPPA
Gemin5,GEMIN5
Fen1,FEN1
Uba5,UBA5
Polr1a,POLR1A
Zfp503,ZNF503
Sox8,SOX8
B3gnt5,B3GNT5
Hemgn,HEMGN
Rbpj,RBPJ
Mdga2,MDGA2
Cep68,CEP68
Anxa5,ANXA5
Anxa6,ANXA6
Anxa11,ANXA11
Anxa4,ANXA4
Zic3,ZIC3
Gpm6a,GPM6A
Gpm6b,GPM6B
Plp2,PLP2
F5,F5
Tfpi,TFPI
Serpind1,SERPIND1
Atp6v1b2,ATP6V1B2
H2-Ke6,HSD17B8
Plg,LPA
Plg,PLG
Gnrh1,GNRH1
Tgfbi,TGFBI
Prickle2,PRICKLE2
Col18a1,COL18A1
Per2,PER2
Msh6,MSH6
Rgs9bp,RGS9BP
Paqr7,PAQR7
Paqr8,PAQR8
Tmpo,TMPO
Fgf15,FGF19
LTO1,LTO1
Oprk1,OPRK1
Sult1b1,SULT1B1
Sult1d1,SULT1D1P
Sult1e1,SULT1E1
Sult1c1,SULT1C3
Sult1c1,SULT1C4
Sult1a1,SULT1A1
Sult1a1,SULT1A2
Sult1a1,SULT1A3
Sult1a1,SULT1A4
Ocm,OCM
Ocm,OCM2
Pdgfrb,PDGFRB
Col1a2,COL1A2
Col1a1,COL1A1
Npff,NPFF
Plp1,PLP1
Hba-a1,HBA2
Fbxl14,FBXL14
Sst,SST
Cort,CORT
Aldoart1,ALDOA
Aldoa,ALDOA
Aldoart2,ALDOA
Ptma,PTMA
Tuba1b,TUBA1B
Pals1,PALS1
Birc3,BIRC3
Birc2,BIRC2
Xiap,BIRC8
Xiap,XIAP
Bcl2l10,BCL2L10
Casp2,CASP2
Casp6,CASP6
Casp9,CASP9
Birc5,BIRC5
Casp8ap2,CASP8AP2
Thoc1,THOC1
Tmbim6,TMBIM6
Birc7,BIRC7
Aifm1,AIFM1
Aifm1,TXNDC12
Celf2,CELF2
Cflar,CFLAR
Dffb,DFFB
Tnfrsf26,TNFRSF10A
Tnfrsf26,TNFRSF10C
Tnfrsf10b,TNFRSF10A
Tnfrsf10b,TNFRSF10B
Tnfrsf10b,TNFRSF10C
Tnfrsf10b,TNFRSF10D
Tnfrsf22,TNFRSF10A
Tnfrsf22,TNFRSF10C
Tnfrsf23,TNFRSF10A
Tnfrsf23,TNFRSF10C
Map3k5,MAP3K5
Tpbg,TPBG
Nusap1,NUSAP1
P4ha2,P4HA2
Nid2,NID2
Rnf2,RNF2
Mmp14,MMP14
Cbr1,CBR1
Cbr3,CBR3
Ripk2,RIPK2
Cyp1b1,CYP1B1
Plcg1,PLCG1
Cadps2,CADPS2
Nr1i2,NR1I2
P2rx5,P2RX5
Cbx2,CBX2
Eif3c,EIF3C
Eif3c,EIF3CL
Bmi1,BMI1
Bmi1,COMMD3-BMI1
Cdk8,CDK8
Pde6g,PDE6G
Ppp2r5e,PPP2R5E
Vax2,VAX2
Vax1,VAX1
Gngt2,GNGT2
Gabbr1,GABBR1
Gad1,GAD1
Hs6st2,HS6ST2
Slc7a4,SLC7A4
Pld1,PLD1
Slc15a1,SLC15A1
Vcp,VCP
Prom1,PROM1
Thy1,THY1
Tktl2,TKTL2
Tkt,TKT
Tpt1,TPT1
Tpt1,TPT1P8
Bsg,BSG
Emx1,EMX1
Gm15710,RPL13
Rpl13,RPL13
Akt2,AKT2
Btg4,BTG4
Stat4,STAT4
Fem1c,FEM1C
Wdr75,WDR75
Fkbp7,FKBP7
Slc39a13,SLC39A13
Rflna,RFLNA
Ing5,ING5
Hopx,HOPX
Mycbp2,MYCBP2
Abcc4,ABCC4
Srsf3,SRSF3
Selenop,SELENOP
Hells,HELLS
Fam107b,FAM107B
Fstl1,FSTL1
Gpc3,GPC3
Elf2,ELF2
Chrna2,CHRNA2
Chrna7,CHRFAM7A
Chrna7,CHRNA7
Rad21,RAD21
Nop56,NOP56
Cul3,CUL3
Nudt11,NUDT10
Nudt11,NUDT11
Nudt4,NUDT4
Nudt10,NUDT10
Nudt10,NUDT11
Dcaf4,DCAF4
Dcaf4,DCAF4L1
Dcaf4,DCAF4L2
Lnpk,LNPK
Ing3,ING3
Dtnb,DTNB
Mars1,MARS1
Arrdc2,ARRDC2
Wdr82,WDR82
Mettl26,METTL26
Tsc22d2,TSC22D2
Tsc22d1,TSC22D1
Rap1b,RAP1B
Lrrfip2,LRRFIP2
Ccng1,CCNG1
Agfg1,AGFG1
Sox7,SOX7
Rps24,RPS24
Ktn1,KTN1
Cpne1,CPNE1
Hmmr,HMMR
Cdc42se1,CDC42SE1
Bnip2,BNIP2
Hdac9,HDAC9
Poc1b,POC1B
Aph1c,APH1B
Aph1b,APH1B
Aph1a,APH1A
Fancd2,FANCD2
Ap3m1,AP3M1
Gfi1,GFI1
Uchl1,UCHL1
Set,SET
Sf1,SF1
Slc11a2,SLC11A2
Insig1,INSIG1
Insig2,INSIG2
Mdh1,MDH1
Cox5a,COX5A
Fhl4,FHL1
Fhl1,FHL1
Mt2,MT1B
Mt2,MT1E
Mt2,MT1F
Mt2,MT1H
Mt2,MT1X
Mt2,MT2A
Rrp1,RRP1
Rrp1b,RRP1B
Tyr,TYR
Cyfip1,CYFIP1
Smtnl2,SMTNL2
Mbd3,MBD3
Mbd1,MBD1
Mecp2,MECP2
Cyp17a1,CYP17A1
Naa15,NAA15
Mbd2,MBD2
Gm10705,UBE2L3
Ube2l3,UBE2L3
Drg1,DRG1
Foxn1,FOXN1
Mgll,MGLL
Prdm1,PRDM1
Foxn3,FOXN3
Trf,TF
Ltf,LTF
Has1,HAS1
Psenen,PSENEN
Sarm1,SARM1
Tirap,TIRAP
Il1rapl2,IL1RAPL2
Tlr2,TLR2
Tlr3,TLR3
Eif2s1,EIF2S1
Tlr4,TLR4
Ticam1,TICAM1
Ticam2,TICAM2
Ticam2,TMED7-TICAM2
Tlr9,TLR9
Tlr7,TLR7
Tlr8,TLR8
Tlr5,TLR5
Myd88,MYD88
Tlr1,TLR1
Actg2,ACTG2
Acta2,ACTA2
Pgp,PGP
Srsf5,SRSF5
Hnrnpa0,HNRNPA0
Poldip2,POLDIP2
Gm3376,RBMY1A1
Gm3376,RBMY1B
Gm3376,RBMY1D
Gm3376,RBMY1E
Gm3376,RBMY1J
Gm4064,RBMY1B
Gm4064,RBMY1D
Gm4064,RBMY1E
Gm4064,RBMY1J
Rbmxl2,RBMXL2
Rbmxl2,RBMXL3
Gm21708,RBMY1B
Gm21708,RBMY1D
Gm21708,RBMY1E
Gm21708,RBMY1J
Rbmy,RBMY1A1
Rbmy,RBMY1B
Rbmy,RBMY1D
Rbmy,RBMY1E
Rbmy,RBMY1J
Rbmx,RBMX
Rbmxl1,RBMXL1
Gm21693,RBMY1B
Gm21693,RBMY1D
Gm21693,RBMY1E
Gm21693,RBMY1J
Asap3,ASAP3
Cdk1,CDK1
Dlg5,DLG5
Cox4i2,COX4I2
Cox4i1,COX4I1
Stom,STOM
Adh1,ADH1A
Adh1,ADH1B
Adh1,ADH1C
Adh6b,ADH6
Adh4,ADH4
Adh7,ADH7
Chm,CHM
Slc39a1,SLC39A1
Slc39a2,SLC39A2
Pah,PAH
Eif1,EIF1
Pofut1,POFUT1
Sh3bp4,SH3BP4
Vegfc,VEGFC
Dab2,DAB2
Agrn,AGRN
Cct5,CCT5
Nos2,NOS2
Dnd1,DND1
Traf4,TRAF4
Osbpl2,OSBPL2
Casc3,CASC3
Adra2a,ADRA2A
Larp1,LARP1
Zcchc10,ZCCHC10
Cdk9,CDK9
Dpp3,DPP3
Dlat,DLAT
Atrx,ATRX
Adra2b,ADRA2B
Tmem30a,TMEM30A
Wtap,WTAP
Yy1,YY1
Pik3r2,PIK3R2
Adra2c,ADRA2C
Myf6,MYF6
Rtn4r,RTN4R
Rdh8,RDH8
Sfrp1,SFRP1
Gja10,GJA10
Rtn4rl2,RTN4RL2
Rtn4rl1,RTN4RL1
Dcps,DCPS
Ccna1,CCNA1
Rtca,RTCA
Grn,GRN
Crim1,CRIM1
Cnr1,CNR1
Oprl1,OPRL1
Prelid3b,PRELID3B
Fxr1,FXR1
Chst11,CHST11
Higd1a,HIGD1A
Higd1c,HIGD1C
Higd1b,HIGD1B
Ahcyl,AHCY
Ahcy,AHCY
Arpc1a,ARPC1A
Cyb5r1,CYB5R1
Prxl2a,PRXL2A
Ptf1a,PTF1A
Fgf2,FGF2
Aplp1,APLP1
Igfbp5,IGFBP5
Pdcl3,PDCL3
Pdcl2,PDCL2
Rhoa,RHOA
Ric3,RIC3
Uros,UROS
Hcrt,HCRT
Zcchc17,ZCCHC17
Bnip3l,BNIP3L
Cnbp,CNBP
Zcchc13,ZCCHC13
Ncs1,NCS1
Maoa,MAOA
Maob,MAOB
Cbx4,CBX4
Cops7b,COPS7B
Cops7a,COPS7A
Ddx5,DDX5
Hmgcr,HMGCR
Chst14,CHST14
Pou4f2,POU4F2
Cbx8,CBX8
S100a6,S100A6
S100a4,S100A4
Gjb6,GJB6
Gjb2,GJB2
Gjb5,GJB5
Gjb4,GJB4
Cdkn1b,CDKN1B
Cherp,CHERP
Gja5,GJA5
Fga,FGA
Elovl5,ELOVL5
Bcor,BCOR
Gja3,GJA3
Mnx1,MNX1
Igfbp3,IGFBP3
Mtx1,MTX1
Slc31a1,SLC31A1
Cav1,CAV1
Mtx2,MTX2
Mtx3,MTX3
Fgf6,FGF6
Per1,PER1
Hey1,HEY1
Mttp,MTTP
Alpl,ALPL
Astl,ASTL
Hsd17b4,HSD17B4
Eif4e,EIF4E
Dand5,DAND5
Figla,FIGLA
Septin9,SEPTIN9
Rbm19,RBM19
Fmo5,FMO5
Fmo2,FMO2
Fmo3,FMO3
Fmo6,FMO6P
Fmo1,FMO1
Fmo4,FMO4
Sult2a5,SULT2A1
Sult2a8,SULT2A1
Sult2a3,SULT2A1
Sult2b1,SULT2B1
Sult2a6,SULT2A1
Sult2a1,SULT2A1
Foxi3,FOXI3
Etfa,ETFA
Baiap2l1,BAIAP2L1
P2rx1,P2RX1
P2rx2,P2RX2
P2rx3,P2RX3
P2rx7,P2RX7
Sp4,SP4
Cbfb,CBFB
Mbtps1,MBTPS1
Ldlr,LDLR
Ctps,CTPS1
Kdm7a,KDM7A
Ctsf,CTSF
Trip11,TRIP11
Rgs4,RGS4
Rrbp1,RRBP1
Ccnb2,CCNB2
Pxn,PXN
Mbtps2,MBTPS2
Mylip,MYLIP
B3gnt7,B3GNT7
Zfp207,ZNF207
Yars,YARS1
Tekt2,TEKT2
Pnoc,PNOC
Pcm1,PCM1
Atic,ATIC
Ypel3,YPEL3
Ypel4,YPEL4
Eif3d,EIF3D
Tal2,TAL2
Id2,ID2
Ssr1,SSR1
Clic4,CLIC4
Mapk3,MAPK3
Sh3gl3,SH3GL3
Dicer1,DICER1
Hccs,HCCS
Hnf1a,HNF1A
Cdkn1c,CDKN1C
Zfr,ZFR
Gcnt4,GCNT4
Hmgxb4,HMGXB4
Nup50,NUP50
Tagln,TAGLN
Fgfrl1,FGFRL1
Trim71,TRIM71
Coro1a,CORO1A
Gabarap,GABARAP
Dact2,DACT2
Ptpn6,PTPN6
Qrsl1,QRSL1
Pard3,PARD3
Mkln1,MKLN1
Spryd7,SPRYD7
Ndufab1,NDUFAB1
Gdf11,GDF11
Mpzl2,MPZL2
Rpsa,RPSA
Rb1,RB1
Actr3,ACTR3
Faf1,FAF1
Mos,MOS
Dkc1,DKC1
Mapre1,MAPRE1
Add3,ADD3
Gorasp2,GORASP2
Egfl7,EGFL7
Smarca2,SMARCA2
Disp2,DISP2
Rbm17,RBM17
Med26,MED26
Plk4,PLK4
Lck,LCK
2610002M06Rik,CHMP1B
2610002M06Rik,CHMP1B2P
Chmp1b,CHMP1B
Thap11,THAP11
Ccn1,CCN1
Jmjd6,JMJD6
Tdrd3,TDRD3
Bgn,BGN
Pten,PTEN
Fshr,FSHR
Sgcd,SGCD
Phf10,PHF10
Gnpat,GNPAT
Rpl3,RPL3
Lgals3,LGALS3
Fgf17,FGF17
Vangl1,VANGL1
Rps12,RPS12
Zic4,ZIC4
Rps29,RPS29
Gm14303,RPS29
Rps7,RPS7
Gm15501,RPS8
Rps8,RPS8
Zic5,ZIC5
Rpl36,RPL36
Pth,PTH
Dact1,DACT1
Chrnd,CHRND
Maff,MAFF
Gsdme,GSDME
Top1mt,TOP1MT
Nfkb2,NFKB2
Tph2,TPH2
Ctcf,CTCF
Adgrv1,ADGRV1
Pura,PURA
Mafg,MAFG
Mafk,MAFK
Popdc3,POPDC3
Bves,BVES
Trpv6,TRPV6
Trpv5,TRPV5
Copa,COPA
Copb1,COPB1
Copb2,COPB2
Sparc,SPARC
Grem1,GREM1
Cyp51,CYP51A1
Rbm24,RBM24
Aptx,APTX
Dlg4,DLG4
Bsx,BSX
Runx2,RUNX2
Ifng,IFNG
Sp7,SP7
Gfra1,GFRA1
Ubl3,UBL3
Nfe2l1,NFE2L1
Rnd1,RND1
Pou1f1,POU1F1
Glce,GLCE
Uts2,UTS2
Gfra2,GFRA2
Fibp,FIBP
Ren2,REN
Ren1,REN
Ostf1,OSTF1
Nlk,NLK
Cnr2,CNR2
Rhag,RHAG
Il1b,IL1B
Syk,SYK
Blnk,BLNK
Kcnh6,KCNH6
Tob1,TOB1
Prdm5,PRDM5
Ptpru,PTPRU
Cpsf1,CPSF1
Eif2s3y,EIF2S3
Eif2s3x,EIF2S3
Eif2s3x,EIF2S3B
Rpl14,RPL14
Fbl,FBL
Fbll1,FBLL1
Exosc8,EXOSC8
Noc3l,NOC3L
Dpy19l1,DPY19L1
Dpy19l2,DPY19L2
Dpy19l2,DPY19L2P2
Ctdp1,CTDP1
Ddx27,DDX27
Pola1,POLA1
Gins3,GINS3
Parva,PARVA
Smc1a,SMC1A
Rps3a2,RPS3A
Rps3a1,RPS3A
Six1,SIX1
Oxct1,OXCT1
Nrip1,NRIP1
Gnl3l,GNL3L
Hnrnpu,HNRNPU
Rab4a,RAB4A
Cacna1d,CACNA1D
Dzip1,DZIP1
Septin2,SEPTIN2
Rgma,RGMA
Rgmb,RGMB
Slc39a6,SLC39A6
Kat6a,KAT6A
Harbi1,HARBI1
Nrp2,NRP2
Ift88,IFT88
Cenpm,CENPM
Ift57,IFT57
Ift20,IFT20
Ift52,IFT52
Nkx1-2,NKX1-2
Nkx1-1,NKX1-1
Rps15,RPS15
Serac1,SERAC1
Scnm1,SCNM1
Tafazzin,TAFAZZIN
Gnai2,GNAI2
Rpl23a,RPL23A
Rpl7,RPL7
Gm10073,RPLP1
Rplp1,RPLP1
Rps15a,RPS15A
Timm50,TIMM50
Hinfp,HINFP
Ccm2,CCM2
Ltv1,LTV1
Uhrf1,UHRF1
Snw1,SNW1
Gnl3,GNL3
Hic1,HIC1
Heg1,HEG1
Ift81,IFT81
Polr2d,POLR2D
Trnt1,TRNT1
Nop58,NOP58
Cga,CGA
Serpinb6e,SERPINB6
Serpinb3d,SERPINB3
Serpinb3d,SERPINB4
Serpinb3c,SERPINB3
Serpinb3c,SERPINB4
Serpinb3b,SERPINB3
Serpinb3b,SERPINB4
Serpinb6c,SERPINB6
Serpinb6d,SERPINB6
Serpinb3a,SERPINB3
Serpinb3a,SERPINB4
Serpinb9h,SERPINB9
Serpinb6b,SERPINB6
Serpinb9,SERPINB9
Serpinb9c,SERPINB9
Serpinb9d,SERPINB9
Serpinb1a,SERPINB1
Serpinb13,SERPINB13
Serpinb9e,SERPINB9
Serpinb9f,SERPINB9
Serpinb8,SERPINB8
Serpinb9b,SERPINB9
Serpinb2,SERPINB2
Mrps33,MRPS33
Cttn,CTTN
Mcm3ap,MCM3AP
Cdipt,CDIPT
Ctsb,CTSB
Polr1c,POLR1C
Surf6,SURF6
Sfpq,SFPQ
Braf,BRAF
Prkcb,PRKCB
Rnf114,RNF114
Eno2,ENO2
Asz1,ASZ1
Rfng,RFNG
Cdh5,CDH5
Rabac1,RABAC1
Chchd3,CHCHD3
Klhl31,KLHL31
Myo6,MYO6
Trappc11,TRAPPC11
Mybbp1a,MYBBP1A
Wdr46,WDR46
Zp3,POMZP3
Zp3,ZP3
Get1,GET1
B4galt7,B4GALT7
Med19,MED19
Nkap,NKAP
Nkapl,NKAPL
Clint1,CLINT1
Aldh2,ALDH2
Pdcd7,PDCD7
Ddx18,DDX18
Ranbp1,RANBP1
Sox4,SOX4
Nek1,NEK1
Plxnd1,PLXND1
Rbm42,RBM42
Spry2,SPRY2
Obscn,OBSCN
Speg,SPEG
Caprin2,CAPRIN2
Ppia,PPIA
Cyp2w1,CYP2W1
Ctrc,CTRC
Asic1,ASIC1
Cdh23,CDH23
Asic3,ASIC3
Asic2,ASIC2
Asic4,ASIC4
Rgs12,RGS12
Ssr2,SSR2
Eno3,ENO3
Vipas39,VIPAS39
Tbpl1,TBPL1
Tbpl2,TBPL2
Acta1,ACTA1
Gpr34,GPR34
Ofd1,OFD1
Prpf3,PRPF3
Rfc4,RFC4
Akirin2,AKIRIN2
Atp2a2,ATP2A2
Bcr,BCR
Mylk3,MYLK3
Hrh3,HRH3
Plxna4,PLXNA4
Vps35,VPS35
Gpn3,GPN3
Aqp3,AQP3
Helt,HELT
Psmb1,PSMB1
Rnf113a1,RNF113A
Rnf113a1,RNF113B
Rnf113a2,RNF113A
Rnf113a2,RNF113B
Rela,RELA
Jpt1,JPT1
Agxt,AGXT
Snrnp70,SNRNP70
Ddx56,DDX56
Kdm6b,KDM6B
Dstyk,DSTYK
